image,label,mal,ben,sel
ISIC_0010491,2,0.01013946533203125,0.98974609375,1.0
ISIC_0012086_downsampled,2,0.20556640625,0.79443359375,0.998046875
ISIC_0012090_downsampled,2,0.9970703125,0.0029697418212890625,1.0
ISIC_0012103_downsampled,2,0.00833892822265625,0.99169921875,1.0
ISIC_0012117_downsampled,2,0.05303955078125,0.94677734375,0.99609375
ISIC_0012134_downsampled,2,0.60205078125,0.39794921875,0.8115234375
ISIC_0012136_downsampled,2,0.09246826171875,0.90771484375,0.94384765625
ISIC_0012143_downsampled,2,0.10699462890625,0.89306640625,0.96728515625
ISIC_0012155_downsampled,2,0.685546875,0.314697265625,0.9619140625
ISIC_0012170_downsampled,2,0.93798828125,0.06182861328125,1.0
ISIC_0012172_downsampled,2,0.92236328125,0.07769775390625,1.0
ISIC_0012173_downsampled,2,0.055511474609375,0.9443359375,0.994140625
ISIC_0012178_downsampled,2,0.404296875,0.595703125,0.95263671875
ISIC_0012183_downsampled,2,0.85693359375,0.142822265625,0.99853515625
ISIC_0012199_downsampled,2,0.88427734375,0.1156005859375,0.99755859375
ISIC_0012204_downsampled,2,0.0014324188232421875,0.99853515625,1.0
ISIC_0012207_downsampled,2,0.24365234375,0.75634765625,0.97265625
ISIC_0012210_downsampled,2,0.0809326171875,0.9189453125,0.99560546875
ISIC_0012214_downsampled,2,0.0001652240753173828,1.0,1.0
ISIC_0012215_downsampled,2,0.927734375,0.07220458984375,0.99609375
ISIC_0012217_downsampled,2,0.443603515625,0.55615234375,0.3154296875
ISIC_0012223_downsampled,2,0.460693359375,0.53955078125,0.126708984375
ISIC_0012224_downsampled,2,0.01317596435546875,0.98681640625,1.0
ISIC_0012227_downsampled,2,0.69775390625,0.302490234375,0.1192626953125
ISIC_0012237_downsampled,2,0.2235107421875,0.7763671875,0.869140625
ISIC_0012238_downsampled,2,0.127685546875,0.8720703125,0.9951171875
ISIC_0012240_downsampled,2,0.50537109375,0.494384765625,0.2301025390625
ISIC_0012245_downsampled,2,0.1968994140625,0.80322265625,0.99853515625
ISIC_0012248_downsampled,2,0.2371826171875,0.7626953125,0.69482421875
ISIC_0012254_downsampled,2,0.88330078125,0.11669921875,0.97509765625
ISIC_0012265_downsampled,2,0.83642578125,0.1636962890625,0.99853515625
ISIC_0012266_downsampled,2,0.89990234375,0.099853515625,0.99951171875
ISIC_0012272_downsampled,2,5.4895877838134766e-05,1.0,1.0
ISIC_0012273_downsampled,2,0.9453125,0.05462646484375,1.0
ISIC_0012282_downsampled,2,0.415771484375,0.58447265625,0.107177734375
ISIC_0012291_downsampled,2,0.460205078125,0.5400390625,0.93505859375
ISIC_0012294_downsampled,2,0.7109375,0.289306640625,0.84912109375
ISIC_0012299_downsampled,2,0.298583984375,0.701171875,0.3076171875
ISIC_0012314_downsampled,2,0.1751708984375,0.82470703125,0.9599609375
ISIC_0012323_downsampled,2,0.455078125,0.544921875,0.81787109375
ISIC_0012329_downsampled,2,0.87060546875,0.12939453125,0.9853515625
ISIC_0012330_downsampled,2,0.007099151611328125,0.99267578125,1.0
ISIC_0012342_downsampled,2,0.10076904296875,0.8994140625,0.98974609375
ISIC_0012358_downsampled,2,0.5751953125,0.4248046875,0.9833984375
ISIC_0012359_downsampled,2,0.9287109375,0.07147216796875,1.0
ISIC_0012364_downsampled,2,0.64013671875,0.35986328125,0.98828125
ISIC_0012372_downsampled,2,0.00011706352233886719,1.0,1.0
ISIC_0012375_downsampled,2,0.6708984375,0.3291015625,0.11114501953125
ISIC_0012377_downsampled,2,0.806640625,0.193603515625,0.65087890625
ISIC_0012379_downsampled,2,0.97119140625,0.0286712646484375,1.0
ISIC_0012380_downsampled,2,0.067138671875,0.9326171875,0.97900390625
ISIC_0012383_downsampled,2,0.234130859375,0.76611328125,0.6240234375
ISIC_0012386_downsampled,2,0.66796875,0.33203125,0.962890625
ISIC_0012387_downsampled,2,0.81884765625,0.18115234375,0.9990234375
ISIC_0012388_downsampled,2,0.71875,0.28125,0.78857421875
ISIC_0012390_downsampled,2,0.0170135498046875,0.98291015625,0.99951171875
ISIC_0012397_downsampled,2,0.07049560546875,0.9296875,0.72119140625
ISIC_0012414_downsampled,2,0.290283203125,0.7099609375,0.98974609375
ISIC_0012415_downsampled,2,0.00026345252990722656,1.0,1.0
ISIC_0012416_downsampled,2,0.5625,0.437255859375,0.99755859375
ISIC_0012417_downsampled,2,0.95703125,0.042724609375,1.0
ISIC_0012428_downsampled,2,0.0274658203125,0.97265625,1.0
ISIC_0012432_downsampled,2,0.0787353515625,0.92138671875,0.998046875
ISIC_0012433_downsampled,2,0.0162353515625,0.98388671875,1.0
ISIC_0012447_downsampled,2,0.1103515625,0.8896484375,0.8828125
ISIC_0012448_downsampled,2,0.43701171875,0.56298828125,0.986328125
ISIC_0012452_downsampled,2,0.0033702850341796875,0.99658203125,1.0
ISIC_0012455_downsampled,2,0.08392333984375,0.916015625,0.9521484375
ISIC_0012459_downsampled,2,0.050933837890625,0.94921875,0.978515625
ISIC_0012469_downsampled,2,0.90087890625,0.0992431640625,1.0
ISIC_0012473_downsampled,2,0.296630859375,0.703125,0.448486328125
ISIC_0012475_downsampled,2,0.814453125,0.185546875,0.98486328125
ISIC_0012478_downsampled,2,0.96826171875,0.03173828125,1.0
ISIC_0012492_downsampled,2,0.73974609375,0.260009765625,0.97998046875
ISIC_0012501_downsampled,2,0.67431640625,0.325439453125,0.99853515625
ISIC_0012510_downsampled,2,0.378173828125,0.6220703125,0.279052734375
ISIC_0012513_downsampled,2,0.93896484375,0.060791015625,1.0
ISIC_0012516_downsampled,2,0.01441192626953125,0.9853515625,1.0
ISIC_0012517_downsampled,2,0.671875,0.328369140625,0.59228515625
ISIC_0012522_downsampled,2,0.01470184326171875,0.9853515625,1.0
ISIC_0012527_downsampled,2,0.64697265625,0.352783203125,0.1239013671875
ISIC_0012537_downsampled,2,0.64208984375,0.35791015625,0.70361328125
ISIC_0012543_downsampled,2,0.019500732421875,0.98046875,0.99951171875
ISIC_0012548_downsampled,2,0.1640625,0.8359375,0.98681640625
ISIC_0012661_downsampled,2,0.136474609375,0.86376953125,0.8994140625
ISIC_0012666_downsampled,2,0.0007414817810058594,0.9990234375,1.0
ISIC_0012693_downsampled,2,0.0310821533203125,0.96875,1.0
ISIC_0012696_downsampled,2,0.6552734375,0.344970703125,0.99755859375
ISIC_0012697_downsampled,2,0.0034313201904296875,0.99658203125,1.0
ISIC_0012704_downsampled,2,9.09566879272461e-05,1.0,1.0
ISIC_0012705_downsampled,2,0.0640869140625,0.93603515625,0.98828125
ISIC_0012719_downsampled,2,0.2099609375,0.7900390625,0.65478515625
ISIC_0012720_downsampled,2,0.07354736328125,0.92626953125,0.99658203125
ISIC_0012757_downsampled,2,0.0025787353515625,0.99755859375,1.0
ISIC_0012772_downsampled,2,0.0027599334716796875,0.9970703125,1.0
ISIC_0012773_downsampled,2,0.994140625,0.00577545166015625,1.0
ISIC_0012785_downsampled,2,0.00356292724609375,0.99658203125,1.0
ISIC_0012786_downsampled,2,0.4072265625,0.5927734375,0.3515625
ISIC_0012790_downsampled,2,0.332275390625,0.66796875,0.537109375
ISIC_0012792_downsampled,2,0.4140625,0.5859375,0.415771484375
ISIC_0012800_downsampled,2,0.88330078125,0.11688232421875,0.98486328125
ISIC_0012810_downsampled,2,0.00014388561248779297,1.0,1.0
ISIC_0012811,2,0.1177978515625,0.88232421875,0.91552734375
ISIC_0012813_downsampled,2,0.006866455078125,0.9931640625,1.0
ISIC_0012828_downsampled,2,0.03564453125,0.96435546875,0.9990234375
ISIC_0012833_downsampled,2,0.053802490234375,0.9462890625,0.99951171875
ISIC_0012840_downsampled,2,0.77685546875,0.223388671875,0.04693603515625
ISIC_0012845_downsampled,2,0.0048675537109375,0.9951171875,1.0
ISIC_0012848_downsampled,2,0.0213623046875,0.978515625,0.99951171875
ISIC_0012851_downsampled,2,0.048095703125,0.9521484375,0.99609375
ISIC_0012852_downsampled,2,0.0013637542724609375,0.99853515625,1.0
ISIC_0012854_downsampled,2,0.26318359375,0.73681640625,0.51220703125
ISIC_0012856_downsampled,2,0.00014483928680419922,1.0,1.0
ISIC_0012880_downsampled,2,0.0032100677490234375,0.99658203125,1.0
ISIC_0012884_downsampled,2,0.056793212890625,0.943359375,0.99755859375
ISIC_0012889_downsampled,2,0.25537109375,0.74462890625,0.7099609375
ISIC_0012898_downsampled,2,5.745887756347656e-05,1.0,1.0
ISIC_0012902_downsampled,2,0.036956787109375,0.962890625,1.0
ISIC_0012927_downsampled,2,0.3798828125,0.6201171875,0.69091796875
ISIC_0012928_downsampled,2,0.0005702972412109375,0.99951171875,1.0
ISIC_0012932_downsampled,2,0.45166015625,0.54833984375,0.7265625
ISIC_0012952_downsampled,2,0.0226287841796875,0.9775390625,1.0
ISIC_0012955_downsampled,2,0.01363372802734375,0.986328125,1.0
ISIC_0012959_downsampled,2,0.9658203125,0.034149169921875,1.0
ISIC_0012962_downsampled,2,0.6767578125,0.322998046875,0.40966796875
ISIC_0012974_downsampled,2,0.0628662109375,0.93701171875,0.9716796875
ISIC_0012986_downsampled,2,0.00476837158203125,0.9951171875,1.0
ISIC_0012998,2,0.1986083984375,0.80126953125,0.9404296875
ISIC_0013014_downsampled,2,0.00017952919006347656,1.0,1.0
ISIC_0013030_downsampled,2,0.0007295608520507812,0.99951171875,1.0
ISIC_0013033_downsampled,2,0.9482421875,0.05157470703125,0.99951171875
ISIC_0013034_downsampled,2,0.2391357421875,0.7607421875,0.466796875
ISIC_0013035_downsampled,2,0.02886962890625,0.97119140625,0.99951171875
ISIC_0013040_downsampled,2,0.0369873046875,0.962890625,1.0
ISIC_0013052_downsampled,2,0.759765625,0.2403564453125,0.08135986328125
ISIC_0013054_downsampled,2,0.0014200210571289062,0.99853515625,1.0
ISIC_0013056_downsampled,2,0.25927734375,0.74072265625,0.325439453125
ISIC_0013059_downsampled,2,0.0014886856079101562,0.99853515625,1.0
ISIC_0013063_downsampled,2,0.0014276504516601562,0.99853515625,1.0
ISIC_0013065_downsampled,2,0.0077667236328125,0.9921875,1.0
ISIC_0013085_downsampled,2,0.0006356239318847656,0.99951171875,1.0
ISIC_0013088_downsampled,2,0.0277099609375,0.97216796875,1.0
ISIC_0013089_downsampled,2,0.51025390625,0.48974609375,0.032135009765625
ISIC_0013092_downsampled,2,0.529296875,0.470703125,0.96337890625
