image,label,mal,ben,sel
ISIC_0010491,2,0.10992431640625,0.89013671875,0.9833984375
ISIC_0012086_downsampled,2,0.0211639404296875,0.97900390625,0.99755859375
ISIC_0012090_downsampled,2,0.998046875,0.0018815994262695312,0.99365234375
ISIC_0012103_downsampled,2,0.03399658203125,0.9658203125,0.99609375
ISIC_0012117_downsampled,2,0.275390625,0.724609375,0.95263671875
ISIC_0012134_downsampled,2,0.93310546875,0.0667724609375,0.9873046875
ISIC_0012136_downsampled,2,0.0966796875,0.9033203125,0.98291015625
ISIC_0012143_downsampled,2,0.00347900390625,0.99658203125,0.99951171875
ISIC_0012155_downsampled,2,0.49951171875,0.50048828125,0.93603515625
ISIC_0012170_downsampled,2,0.74462890625,0.255126953125,0.93896484375
ISIC_0012172_downsampled,2,0.6201171875,0.3798828125,0.95654296875
ISIC_0012173_downsampled,2,0.397216796875,0.6025390625,0.935546875
ISIC_0012178_downsampled,2,0.309326171875,0.6904296875,0.9189453125
ISIC_0012183_downsampled,2,0.9775390625,0.022491455078125,0.9912109375
ISIC_0012199_downsampled,2,0.94287109375,0.05694580078125,0.962890625
ISIC_0012204_downsampled,2,0.004199981689453125,0.99560546875,0.99462890625
ISIC_0012207_downsampled,2,0.19921875,0.80078125,0.95654296875
ISIC_0012210_downsampled,2,0.1878662109375,0.81201171875,0.9619140625
ISIC_0012214_downsampled,2,0.0020599365234375,0.998046875,0.99853515625
ISIC_0012215_downsampled,2,0.74072265625,0.25927734375,0.951171875
ISIC_0012217_downsampled,2,0.87353515625,0.12646484375,0.96142578125
ISIC_0012223_downsampled,2,0.2108154296875,0.7890625,0.95458984375
ISIC_0012224_downsampled,2,0.6259765625,0.3740234375,0.9091796875
ISIC_0012227_downsampled,2,0.2802734375,0.7197265625,0.96337890625
ISIC_0012237_downsampled,2,0.57373046875,0.42626953125,0.8310546875
ISIC_0012238_downsampled,2,0.08489990234375,0.9150390625,0.99072265625
ISIC_0012240_downsampled,2,0.89111328125,0.109130859375,0.98193359375
ISIC_0012245_downsampled,2,0.3671875,0.6328125,0.9140625
ISIC_0012248_downsampled,2,0.5087890625,0.491455078125,0.91015625
ISIC_0012254_downsampled,2,0.391357421875,0.6083984375,0.92236328125
ISIC_0012265_downsampled,2,0.97412109375,0.025634765625,0.9814453125
ISIC_0012266_downsampled,2,0.9404296875,0.059417724609375,0.99072265625
ISIC_0012272_downsampled,2,0.0001518726348876953,1.0,0.990234375
ISIC_0012273_downsampled,2,0.79541015625,0.2044677734375,0.96875
ISIC_0012282_downsampled,2,0.9560546875,0.044097900390625,0.984375
ISIC_0012291_downsampled,2,0.277099609375,0.72265625,0.95361328125
ISIC_0012294_downsampled,2,0.7490234375,0.2509765625,0.9072265625
ISIC_0012299_downsampled,2,0.7490234375,0.250732421875,0.94482421875
ISIC_0012314_downsampled,2,0.0638427734375,0.93603515625,0.98486328125
ISIC_0012323_downsampled,2,0.164306640625,0.83544921875,0.98095703125
ISIC_0012329_downsampled,2,0.025115966796875,0.97509765625,0.9921875
ISIC_0012330_downsampled,2,0.43798828125,0.56201171875,0.91650390625
ISIC_0012342_downsampled,2,0.335693359375,0.66455078125,0.90283203125
ISIC_0012358_downsampled,2,0.9677734375,0.03228759765625,0.9794921875
ISIC_0012359_downsampled,2,0.99169921875,0.00850677490234375,0.99169921875
ISIC_0012364_downsampled,2,0.10894775390625,0.89111328125,0.9736328125
ISIC_0012372_downsampled,2,0.07183837890625,0.92822265625,0.9833984375
ISIC_0012375_downsampled,2,0.873046875,0.1268310546875,0.96240234375
ISIC_0012377_downsampled,2,0.382568359375,0.6171875,0.91259765625
ISIC_0012379_downsampled,2,0.93115234375,0.0689697265625,0.978515625
ISIC_0012380_downsampled,2,0.0301055908203125,0.9697265625,0.99462890625
ISIC_0012383_downsampled,2,0.293212890625,0.70703125,0.92919921875
ISIC_0012386_downsampled,2,0.6064453125,0.393310546875,0.96533203125
ISIC_0012387_downsampled,2,0.9462890625,0.053558349609375,0.9931640625
ISIC_0012388_downsampled,2,0.7861328125,0.213623046875,0.95654296875
ISIC_0012390_downsampled,2,0.478759765625,0.521484375,0.927734375
ISIC_0012397_downsampled,2,0.0938720703125,0.90625,0.99072265625
ISIC_0012414_downsampled,2,0.0025653839111328125,0.99755859375,0.99609375
ISIC_0012415_downsampled,2,0.035614013671875,0.96435546875,0.99658203125
ISIC_0012416_downsampled,2,0.42919921875,0.57080078125,0.93505859375
ISIC_0012417_downsampled,2,0.888671875,0.11138916015625,0.97314453125
ISIC_0012428_downsampled,2,0.146728515625,0.853515625,0.974609375
ISIC_0012432_downsampled,2,0.00860595703125,0.9912109375,0.99853515625
ISIC_0012433_downsampled,2,0.0931396484375,0.90673828125,0.9765625
ISIC_0012447_downsampled,2,0.0255584716796875,0.974609375,0.99365234375
ISIC_0012448_downsampled,2,0.01226043701171875,0.98779296875,0.99267578125
ISIC_0012452_downsampled,2,0.0010051727294921875,0.9990234375,0.99951171875
ISIC_0012455_downsampled,2,0.5830078125,0.416748046875,0.9091796875
ISIC_0012459_downsampled,2,0.2056884765625,0.79443359375,0.94921875
ISIC_0012469_downsampled,2,0.9208984375,0.07904052734375,0.98779296875
ISIC_0012473_downsampled,2,0.9228515625,0.0771484375,0.9716796875
ISIC_0012475_downsampled,2,0.6181640625,0.381591796875,0.927734375
ISIC_0012478_downsampled,2,0.92626953125,0.073486328125,0.98291015625
ISIC_0012492_downsampled,2,0.12744140625,0.87255859375,0.970703125
ISIC_0012501_downsampled,2,0.7900390625,0.210205078125,0.9560546875
ISIC_0012510_downsampled,2,0.4130859375,0.5869140625,0.86962890625
ISIC_0012513_downsampled,2,0.7099609375,0.290283203125,0.9404296875
ISIC_0012516_downsampled,2,0.017425537109375,0.982421875,0.994140625
ISIC_0012517_downsampled,2,0.611328125,0.388671875,0.94091796875
ISIC_0012522_downsampled,2,0.089111328125,0.9111328125,0.990234375
ISIC_0012527_downsampled,2,0.8349609375,0.1650390625,0.93505859375
ISIC_0012537_downsampled,2,0.181640625,0.818359375,0.96728515625
ISIC_0012543_downsampled,2,0.033355712890625,0.966796875,0.99365234375
ISIC_0012548_downsampled,2,0.50244140625,0.49755859375,0.92578125
ISIC_0012661_downsampled,2,0.10528564453125,0.89453125,0.95849609375
ISIC_0012666_downsampled,2,0.028350830078125,0.9716796875,0.99609375
ISIC_0012693_downsampled,2,0.091796875,0.908203125,0.99169921875
ISIC_0012696_downsampled,2,0.0212249755859375,0.97900390625,0.9970703125
ISIC_0012697_downsampled,2,0.0648193359375,0.93505859375,0.99658203125
ISIC_0012704_downsampled,2,0.0015716552734375,0.99853515625,1.0
ISIC_0012705_downsampled,2,0.0160369873046875,0.98388671875,0.99658203125
ISIC_0012719_downsampled,2,0.1973876953125,0.802734375,0.96142578125
ISIC_0012720_downsampled,2,0.2476806640625,0.75244140625,0.96142578125
ISIC_0012757_downsampled,2,0.0814208984375,0.91845703125,0.98193359375
ISIC_0012772_downsampled,2,0.130126953125,0.86962890625,0.98486328125
ISIC_0012773_downsampled,2,0.92138671875,0.07861328125,0.98193359375
ISIC_0012785_downsampled,2,0.2296142578125,0.7705078125,0.94287109375
ISIC_0012786_downsampled,2,0.278564453125,0.7216796875,0.9169921875
ISIC_0012790_downsampled,2,0.0226287841796875,0.9775390625,0.99853515625
ISIC_0012792_downsampled,2,0.642578125,0.357421875,0.90576171875
ISIC_0012800_downsampled,2,0.8916015625,0.10833740234375,0.96630859375
ISIC_0012810_downsampled,2,0.0002684593200683594,1.0,0.99755859375
ISIC_0012811,2,0.0188446044921875,0.98095703125,0.99609375
ISIC_0012813_downsampled,2,0.0902099609375,0.90966796875,0.97900390625
ISIC_0012828_downsampled,2,0.00044274330139160156,0.99951171875,0.99951171875
ISIC_0012833_downsampled,2,0.01261138916015625,0.9873046875,0.9970703125
ISIC_0012840_downsampled,2,0.767578125,0.232177734375,0.9365234375
ISIC_0012845_downsampled,2,0.00762939453125,0.9921875,0.998046875
ISIC_0012848_downsampled,2,0.26953125,0.73046875,0.95458984375
ISIC_0012851_downsampled,2,0.380126953125,0.61962890625,0.9169921875
ISIC_0012852_downsampled,2,0.0062255859375,0.99365234375,0.99609375
ISIC_0012854_downsampled,2,0.51708984375,0.482666015625,0.921875
ISIC_0012856_downsampled,2,0.00160980224609375,0.99853515625,0.9990234375
ISIC_0012880_downsampled,2,0.2413330078125,0.7587890625,0.9736328125
ISIC_0012884_downsampled,2,0.64599609375,0.354248046875,0.87060546875
ISIC_0012889_downsampled,2,0.34033203125,0.65966796875,0.8974609375
ISIC_0012898_downsampled,2,6.735324859619141e-06,1.0,0.998046875
ISIC_0012902_downsampled,2,0.75,0.25,0.9306640625
ISIC_0012927_downsampled,2,0.2276611328125,0.7724609375,0.96728515625
