image,label,mal,ben,sel
ISIC_0010491,2,0.236083984375,0.76416015625,0.038665771484375
ISIC_0012086_downsampled,2,0.1981201171875,0.8017578125,0.9521484375
ISIC_0012090_downsampled,2,0.99755859375,0.0023174285888671875,1.0
ISIC_0012103_downsampled,2,0.496826171875,0.50341796875,0.81884765625
ISIC_0012117_downsampled,2,0.537109375,0.463134765625,0.72021484375
ISIC_0012134_downsampled,2,0.8486328125,0.1514892578125,0.9716796875
ISIC_0012136_downsampled,2,0.68408203125,0.31591796875,0.42236328125
ISIC_0012143_downsampled,2,0.10687255859375,0.89306640625,0.68212890625
ISIC_0012155_downsampled,2,0.62255859375,0.377197265625,0.8134765625
ISIC_0012170_downsampled,2,0.97412109375,0.0258026123046875,1.0
ISIC_0012172_downsampled,2,0.98388671875,0.0159912109375,1.0
ISIC_0012173_downsampled,2,0.12359619140625,0.87646484375,1.0
ISIC_0012178_downsampled,2,0.80078125,0.1993408203125,0.312255859375
ISIC_0012183_downsampled,2,0.94287109375,0.0570068359375,1.0
ISIC_0012199_downsampled,2,0.73779296875,0.261962890625,0.1617431640625
ISIC_0012204_downsampled,2,0.026641845703125,0.97314453125,1.0
ISIC_0012207_downsampled,2,0.109130859375,0.890625,0.405029296875
ISIC_0012210_downsampled,2,0.4013671875,0.5986328125,0.044403076171875
ISIC_0012214_downsampled,2,0.0479736328125,0.9521484375,0.9990234375
ISIC_0012215_downsampled,2,0.66259765625,0.337158203125,0.224365234375
ISIC_0012217_downsampled,2,0.6318359375,0.3681640625,0.050628662109375
ISIC_0012223_downsampled,2,0.5810546875,0.4189453125,0.0311431884765625
ISIC_0012224_downsampled,2,0.62060546875,0.37939453125,0.99609375
ISIC_0012227_downsampled,2,0.210693359375,0.7890625,0.56298828125
ISIC_0012237_downsampled,2,0.60009765625,0.39990234375,0.0006618499755859375
ISIC_0012238_downsampled,2,0.21533203125,0.78466796875,0.314453125
ISIC_0012240_downsampled,2,0.1468505859375,0.85302734375,0.7734375
ISIC_0012245_downsampled,2,0.08355712890625,0.91650390625,0.95703125
ISIC_0012248_downsampled,2,0.099853515625,0.89990234375,0.99755859375
ISIC_0012254_downsampled,2,0.9697265625,0.0302886962890625,1.0
ISIC_0012265_downsampled,2,0.6083984375,0.3916015625,0.7822265625
ISIC_0012266_downsampled,2,0.9638671875,0.03594970703125,1.0
ISIC_0012272_downsampled,2,0.0007653236389160156,0.9990234375,1.0
ISIC_0012273_downsampled,2,0.892578125,0.1072998046875,1.0
ISIC_0012282_downsampled,2,0.9169921875,0.0828857421875,0.95703125
ISIC_0012291_downsampled,2,0.58935546875,0.410400390625,0.05517578125
ISIC_0012294_downsampled,2,0.89501953125,0.1048583984375,0.947265625
ISIC_0012299_downsampled,2,0.315673828125,0.6845703125,0.07391357421875
ISIC_0012314_downsampled,2,0.237548828125,0.7626953125,0.03131103515625
ISIC_0012323_downsampled,2,0.28271484375,0.71728515625,0.2362060546875
ISIC_0012329_downsampled,2,0.91015625,0.09002685546875,1.0
ISIC_0012330_downsampled,2,0.685546875,0.314453125,0.93017578125
ISIC_0012342_downsampled,2,0.454833984375,0.544921875,0.477783203125
ISIC_0012358_downsampled,2,0.7744140625,0.2254638671875,0.25732421875
ISIC_0012359_downsampled,2,0.947265625,0.0528564453125,1.0
ISIC_0012364_downsampled,2,0.09600830078125,0.90380859375,1.0
ISIC_0012372_downsampled,2,0.045684814453125,0.9541015625,0.9990234375
ISIC_0012375_downsampled,2,0.11328125,0.88671875,0.99951171875
ISIC_0012377_downsampled,2,0.54150390625,0.458251953125,0.35986328125
ISIC_0012379_downsampled,2,0.9716796875,0.02838134765625,1.0
ISIC_0012380_downsampled,2,0.47314453125,0.52685546875,0.0018186569213867188
ISIC_0012383_downsampled,2,0.07421875,0.92578125,1.0
ISIC_0012386_downsampled,2,0.87451171875,0.12548828125,0.9912109375
ISIC_0012387_downsampled,2,0.7109375,0.289306640625,0.693359375
ISIC_0012388_downsampled,2,0.73828125,0.26171875,0.9736328125
ISIC_0012390_downsampled,2,0.0340576171875,0.9658203125,0.998046875
ISIC_0012397_downsampled,2,0.055419921875,0.94482421875,1.0
ISIC_0012414_downsampled,2,0.6005859375,0.399169921875,0.08905029296875
ISIC_0012415_downsampled,2,0.025970458984375,0.97412109375,1.0
ISIC_0012416_downsampled,2,0.81396484375,0.18603515625,1.0
